X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X189,X190,X191,X192,X193,X194,X195,X196,X197,X198,X199,X200,X201,X202,X203,X204,X205,X206,X207,X208,X209,X210,X211,X212,X213,X214,X215,X216,X217,X218,X219,X220,X221,X222,X223,X224,X225,X226,X227,X228
4/15/2020 16:05,4/15/2020 16:18,69.231.232.13,100,813,1,4/15/2020 16:18,R_1LHG03YyNMFjqBt,41.87319946,-88.00019836,anonymous,Sb,23,2,4,,4,FALSE,FALSE,2,,5,2,1,3,2,2,,,2,,,,5,5,2,,187,Illinois ,3,American,2,,2,,2,4,2,3,3,3,3,7,5,2,2,3,3,3,2,5,4,3,3,3,4,1,5,4,4,2,4,2,4,3.5,15,8,12,0,Am,,20,8,0,Am,,7,2,3,2,0,2,1,1,0,1,School anxiety ,1,0,1,,6,0,40,200,5,0,30,120,4,4,0,20,60,8,8,0,3360,4,3,3,3,3,2,2,1,1,1,1,1,1,3,3,3,3,3,3,2,2,1,1,2,2,3,3,1,1,1,28,4,1,5,8,8,8,5,5,200,80,40,64,88,95,61,50,23,44,31,69,40,53,29,67,65,65,40,26,60,93,75,33,32,11,10,29,39,35,45,18,40,231,221,296,298,99,138,207,938,977,34,54,30,65,25,44,89,163,46,52,47,68,41,74,134,194,26,38,,1,1,#DIV/0!,#DIV/0!,10,2,1,1,1,
4/15/2020 16:47,4/15/2020 17:01,104.62.162.225,100,854,1,4/15/2020 17:01,R_pzOgCJ4W5pSG2Ot,29.93170166,-90.1026001,anonymous,GH07N,24,2,3,,4,FALSE,FALSE,2,,6,2,1,1,1,1,2,"5, 8",1,1,1,,5,5,2,,187,Louisiana,1,American,2,,1,2,2,4,3,2,4,3,3,6,7,4,3,4,4,3,5,8,9,2,2,4,3,1,5,3,3,2,4,1,5,3.25,11,6,10,0,PM,,60,10,0,AM,,7,3,3,0,0,0,0,0,1,0,Significant other has been sick which keeps me up,0,1,1,,6,6,0,1800,3,15,0,1800,4,6,4,0,1200,8,4,0,1680,2,1,1,2,2,2,2,3,3,1,1,2,2,1,1,2,2,3,3,2,2,2,2,2,2,3,3,1,1,1,26,3,1,7,4,4,1,4,2,112,0,28,72,17,90,82,4,3,5,35,73,21,2,14,75,89,19,40,5,5,83,18,2,2,9,1,54,55,33,46,24,25,147,33,279,259,-21,34,196,501,556,50,77,52,73,57,95,159,245,72,73,40,73,14,97,126,243,52,67,,3,1,#DIV/0!,#DIV/0!,4,1,0,2,1,
4/15/2020 16:58,4/15/2020 17:10,96.255.45.70,100,725,1,4/15/2020 17:10,R_3j83C3zrpV1BIwT,38.7492981,-77.4917984,anonymous,OP20I,23,2,4,,4,FALSE,FALSE,2,,6,2,2,,2,2,,,2,,,,5,5,2,,187,Virginia,3,American ,2,,2,,2,2,4,3,5,2,4,4,10,2,4,3,5,1,4,3,10,2,4,2,1,1,5,4,4,1,5,2,4,2.875,11,8,12,30,AM,,45,8,30,AM,,7,3,3,0,0,0,0,0,2,0,None,0,0,3,,8,1,15,525,4,1,0,180,4,8,5,0,2100,8,20,0,8400,4,1,1,3,3,2,2,1,1,1,1,2,2,1,1,3,3,3,3,1,1,1,1,2,2,3,3,2,1,2,24,6,2,5,5,4,1,3,2,60,4,25,87,57,80,21,18,6,22,49,96,21,6,36,76,96,0,56,1,41,96,25,84,70,28,6,50,9,6,86,59,17,210,113,385,350,115,124,114,1059,1068,92,38,43,58,58,8,193,104,74,37,8,40,30,57,112,134,14,31,,2,1,#DIV/0!,#DIV/0!,5,1,0,3,2,
4/15/2020 16:58,4/15/2020 17:13,75.75.65.211,100,923,1,4/15/2020 17:13,R_1jkw6u0fhnHOaRE,38.40249634,-78.63210297,anonymous,SP06E,23,2,4,,4,FALSE,FALSE,2,,5,2,1,2,2,2,,,1,1,1,,5,5,2,,187,Virginia,2,American ,1,"2,3",2,,2,4,3,4,3,4,2,9,5,3,3,4,2,4,2,8,4,2,3,3,3,1,5,4,4,2,4,2,4,3.25,13,8,11,30,Pm,,45,9,30,Am,,8,3,3,2,0,0,0,3,0,2,Chronic back pain that is aggravated by laying down ,3,0,1,,7,3,15,1170,4,2,0,360,4,8,3,0,1260,8,4,30,1890,2,3,3,3,3,2,2,3,3,2,2,1,1,1,1,3,3,3,3,2,2,2,2,2,2,3,3,1,1,1,30,2,1,6,5,2,2,3,2,36,4,30,55,19,6,52,21,1,2,48,14,53,14,29,22,22,6,7,4,2,12,37,3,8,2,6,8,69,60,21,11,41,129,29,84,50,-29,40,254,9,78,56,19,45,18,53,6,154,43,44,32,41,24,14,27,99,83,57,40,,2,0,#DIV/0!,#DIV/0!,10,2,3,1,1,
4/15/2020 17:07,4/15/2020 17:16,98.118.185.188,100,535,1,4/15/2020 17:16,R_UGAV2P0qrawDh7P,42.96850586,-78.74919891,anonymous,No07h,30,2,3,,4,4,2,2,,7,1,1,1,2,1,2,"1, 5",1,2,1,,1,1,2,,187,New York ,2,USA,1,3,1,"2,3",2,3,3,3,3,3,3,6,6,2,2,2,2,2,2,3,3,4,5,1,2,1,5,3,2,2,4,2,4,2.75,11,10,10,30,Pm,,60,6,0,Am,,5,3,3,1,1,0,2,2,3,3,None ,2,2,3,,8,1,0,420,5,0,30,120,4,8,0,30,210,8,5,0,2100,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,25,1,1,5,9,8,1,4,2,160,4,45,89,70,99,14,67,74,91,74,86,44,74,88,89,96,89,85,95,87,90,95,99,98,99,96,57,25,11,78,67,13,431,448,387,475,292,317,156,1877,1902,65,22,29,96,13,38,107,156,35,99,28,98,26,24,89,221,47,42,,3,2,#DIV/0!,#DIV/0!,15,2,2,5,3,
4/15/2020 17:02,4/15/2020 17:17,174.198.204.15,100,885,1,4/15/2020 17:17,R_OrNN8RrKDkIPnjj,37.75100708,-97.8219986,anonymous,Sara,24,2,4,,4,FALSE,FALSE,2,,5,1,1,"1,2",2,2,,,1,1,5,Guinea Pig ,5,5,2,,187,New jersey,3,Caucasian ,2,,1,5,2,4,3,4,2,3,3,8,5,2,4,3,4,3,4,5,9,2,2,4,3,2,4,4,5,2,4,2,4,3.375,14,8,11,0,PM,,10,9,0,AM,,9,1,3,1,2,0,3,0,1,2,Restlessness and anxiety once or twice each week,0,1,2,,6,0,35,175,7,0,30,180,4,7,1,0,360,8,10,0,4200,4,2,2,3,3,2,2,3,3,3,3,2,2,3,3,4,3,3,3,2,2,2,2,1,1,4,3,1,1,1,32,1,1,5,3,5,2,3,2,75,8,15,52,39,57,35,9,42,53,54,14,35,4,79,49,82,80,94,30,51,73,100,50,28,62,16,52,38,41,6,40,32,367,217,193,269,78,116,197,927,965,84,23,58,16,26,41,168,80,31,79,21,30,12,70,64,179,15,64,,0,0,#DIV/0!,#DIV/0!,12,2,0,3,2,
4/15/2020 16:57,4/15/2020 17:24,66.24.36.244,100,1612,1,4/15/2020 17:24,R_2rC2HGzUSyiCKbN,42.14709473,-75.88159943,anonymous,BG23N,68,2,4,,4,4,2,2,,6,1,1,1,2,2,,,2,,,,4,4,2,,187,NY,5,Irish/English/German,1,,2,,2,3,3,2,2,4,2,6,4,4,2,2,2,3,2,6,3,1,3,3,2,2,4,1,1,3,3,2,4,2.125,5,10,11,30,PM,,45,7,30,AM,,8,2,1,0,0,0,0,0,0,2,Two to three nights per week due to knee pain,1,0,1,,3,4,0,480,4,4,0,720,4,1,,,0,5,4,0,960,1,2,2,3,3,2,2,2,2,3,3,1,1,3,3,4,3,3,3,3,3,1,1,2,2,3,3,1,1,2,31,2,1,5,4,2,2,3,2,30,8,20,72,52,19,71,7,11,37,63,47,70,9,30,57,8,30,22,7,9,8,15,2,8,9,2,25,59,48,8,30,53,150,85,140,101,-11,48,305,160,219,70,8,62,7,53,10,185,25,70,6,74,2,43,6,187,14,73,52,,2,0,#DIV/0!,#DIV/0!,3,1,1,1,1,
4/15/2020 6:50,4/15/2020 17:26,98.113.241.10,100,38164,1,4/15/2020 17:26,R_3JIFledowmv7fdn,40.85490417,-73.21569824,anonymous,WH22E,49,2,3,,3,3,1,2,,7,1,1,1,2,1,3,"14, 18, 21",2,,,,1,1,1,1,187,NY,3,American- Italian /German,2,,2,,2,5,1,4,1,4,1,10,0,4,3,4,3,4,3,9,6,3,2,4,5,1,5,4,5,1,5,1,5,4,17,5,11,0,PM,,20,7,0,AM,,7,1,2,2,0,0,0,1,1,1,Stress just cannot shut my brain off,0,0,1,,8,5,0,2100,4,0,45,135,4,8,2,0,840,8,6,0,2520,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,4,3,1,1,1,38,0,1,5,7,7,5,5,2,175,20,35,50,29,38,54,0,0,6,86,1,18,0,45,47,47,11,59,1,4,24,57,7,16,10,2,5,70,50,8,23,47,211,25,90,135,-41,29,255,165,235,93,6,46,27,67,17,206,50,81,20,52,23,61,23,194,66,80,80,,1,1,#DIV/0!,#DIV/0!,7,1,0,1,1,
4/15/2020 17:13,4/15/2020 17:32,174.17.74.191,100,1166,1,4/15/2020 17:32,R_2VEI6SAUHMsAv5S,33.3321991,-111.9942017,anonymous,li22r,74,1,2,,2,FALSE,FALSE,1,,5,1,1,1,2,2,,,2,,,,8,8,2,,187,,3,American,1,"4,5",2,,2,1,2,1,1,2,3,1,3,5,1,5,1,5,1,12,0,3,4,2,2,3,3,2,3,2,4,2,4,2.5,10,11,2,0,AM,,10,9,0,am,,7,0,1,2,0,0,0,0,0,0,never,0,0,0,,2,0,30,30,4,0,10,30,2,3,0,10,20,8,6,0,2520,3,2,2,4,3,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,3,1,1,2,21,7,2,0,0,0,0,1,1,0,0,0,9,20,13,55,5,8,12,77,9,70,8,7,10,9,8,7,7,5,6,4,4,4,4,4,12,62,73,5,22,75,35,39,55,37,-26,36,350,-210,-148,9,75,12,75,15,84,36,234,87,12,83,9,76,7,246,28,74,20,,0,1,#DIV/0!,#DIV/0!,3,1,0,0,0,
4/15/2020 17:10,4/15/2020 17:32,24.112.141.201,100,1339,1,4/15/2020 17:32,R_2qrTEVPhcDPVvGI,39.57550049,-76.40080261,anonymous,Nh11a,30,2,4,,3,3,1,2,,6,2,1,2,2,2,,,1,3,2,,1,1,1,1,187,Maryland ,5,American,2,,2,,2,3,2,3,2,3,1,6,2,4,3,3,3,1,2,5,5,1,3,3,2,1,5,3,4,2,4,1,5,3,10,7,9,30,Pm,,20,4,45,Am,,6,2,2,1,0,0,0,2,1,0,Changing between day and night shift,0,0,1,,7,1,20,480,3,0,20,40,4,8,0,30,210,8,2,0,840,1,2,2,1,1,3,3,2,2,1,1,3,3,3,3,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,23,6,2,4,10,3,2,4,2,48,12,40,75,28,60,62,39,8,43,83,28,54,50,53,40,22,54,83,79,16,29,85,12,41,45,21,16,83,25,11,70,40,304,238,105,215,63,146,264,661,744,60,18,23,3,17,53,100,74,60,44,31,39,51,33,142,116,78,52,,1,1,#DIV/0!,#DIV/0!,6,1,0,1,1,
4/15/2020 17:06,4/15/2020 17:44,73.163.161.216,100,2277,1,4/15/2020 17:44,R_24IroLlCUexcuyE,38.77009583,-77.63210297,anonymous,un26y,23,1,2,,2,FALSE,FALSE,1,,5,4,2,,2,2,,,2,,,,5,5,2,,187,Virginia,2,Black,2,,1,4,2,2,4,2,4,3,3,4,8,4,3,3,3,4,3,8,6,2,4,2,3,2,4,2,2,3,3,2,4,2.5,9,11,2,0,AM,,10,9,0,AM,,6.83,2,3,1,1,0,2,0,2,2,seasonal allergies causing sneezing and congestion,1,0,3,,1,,,0,2,1,0,60,2,5,8,0,1920,8,8,0,3360,4,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,1,1,2,2,3,3,1,1,1,33,1,1,6,4,4,0,3,2,72,0,24,70,16,78,63,35,1,45,38,38,56,29,34,59,2,20,23,2,7,52,39,47,67,29,0,0,32,19,32,53,37,167,143,88,285,63,95,213,533,565,42,76,31,66,35,80,108,222,76,60,54,77,37,72,167,209,31,28,,0,1,#DIV/0!,#DIV/0!,11,2,1,3,2,
4/15/2020 17:21,4/15/2020 17:48,24.101.215.91,100,1621,1,4/15/2020 17:48,R_XNwmkCJ9H4wt3mV,41.6322937,-80.14720154,anonymous,Ra29h,66,2,4,,4,FALSE,FALSE,2,,2,1,1,1,2,2,,,1,2,2,,8,8,2,,187,Pa,4,American,1,,2,,2,4,2,4,2,4,1,9,2,4,2,4,1,4,1,9,1,5,4,2,5,2,4,4,4,1,5,1,5,3.75,18,8,9,30,Pm,,30,7,0,Am,,7,2,2,2,0,1,2,2,0,0,Something on my mind,0,3,0,,1,,,0,2,1,0,60,2,8,1,0,420,8,3,30,1470,1,3,3,1,1,2,2,1,1,2,2,1,1,2,2,2,2,3,3,2,2,1,1,3,3,3,3,1,1,1,26,4,1,5,3,4,2,3,2,60,8,15,10,1,1,60,0,0,0,57,0,60,0,0,0,18,0,10,11,0,0,12,0,0,0,0,0,62,48,0,0,45,32,11,19,1,-62,0,270,-269,-207,59,2,58,1,48,0,165,3,70,0,64,0,64,0,198,0,91,73,,2,1,#DIV/0!,#DIV/0!,9,1,0,3,2,
4/15/2020 17:42,4/15/2020 17:52,70.110.24.86,100,579,1,4/15/2020 17:52,R_3oSHR1c7hQhlmfh,38.84640503,-77.14569855,anonymous,ED09Y,26,2,4,,4,4,2,2,,6,1,1,1,2,2,,,1,1,1,,3,3,2,,187,Virginia,1,American,2,,1,5,2,4,2,4,2,4,2,9,3,3,3,3,4,3,4,6,8,1,2,4,3,1,5,3,3,1,5,1,5,3.125,10,5,11,15,PM,,30,7,30,AM,,6,2,2,3,0,0,1,1,2,1,Very often,3,0,2,,5,1,0,240,6,0,40,200,4,8,0,40,280,8,2,0,840,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,3,1,1,1,39,0,1,3,4,3,2,4,3,36,24,12,72,18,100,59,13,65,18,62,64,52,0,33,58,96,56,76,1,1,91,92,9,55,6,3,35,60,45,47,50,48,338,84,260,310,7,67,266,733,793,61,62,48,78,61,83,170,223,59,77,48,86,66,86,173,249,49,71,,2,1,#DIV/0!,#DIV/0!,10,2,3,2,1,
4/15/2020 17:29,4/15/2020 17:54,72.219.195.39,100,1513,1,4/15/2020 17:54,R_1DtJSibR16IFlCL,38.92579651,-77.39389801,anonymous,MC10A,23,2,4,,4,FALSE,FALSE,2,,5,2,2,,2,2,,,2,,,,5,5,2,,187,Virginia,2,American,1,2,2,,2,4,3,3,3,4,3,8,6,4,4,4,4,4,4,9,9,3,1,5,1,1,5,1,1,2,4,1,5,2.75,6,5,10,0,PM,,30,8,0,AM,,8,1,3,3,2,1,1,1,1,3,anxiety once or twice a week,0,0,2,,7,2,0,720,4,1,0,180,4,8,1,0,420,8,3,0,1260,1,1,1,3,3,1,1,3,3,2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,1,1,1,32,2,1,4,3,3,1,4,3,48,9,12,77,48,32,80,87,70,15,100,15,100,8,68,66,56,12,100,8,72,59,100,35,31,25,80,9,82,74,6,89,85,415,78,134,213,246,328,439,647,729,97,59,96,90,96,70,289,219,79,52,71,75,55,77,205,204,50,96,,2,0,#DIV/0!,#DIV/0!,15,2,0,2,1,
4/15/2020 17:46,4/15/2020 18:04,73.134.136.149,100,1111,1,4/15/2020 18:05,R_11ayKT1vJMMlrbG,38.77009583,-77.63210297,anonymous,FD01S,26,1,2,,2,FALSE,FALSE,1,,6,1,1,"1,3",2,2,,,1,1,1,,5,5,2,,187,Virginia,3,White,2,,1,5,2,4,1,4,1,5,1,10,0,5,1,5,1,5,1,12,0,1,2,4,2,2,4,3,3,3,3,2,4,2.75,9,9,10,15,PM,,15,7,30,AM,,7.5,2,2,2,0,0,0,0,0,0,Ruminating,0,0,0,,6,1,0,300,4,0,30,90,4,8,1,30,630,8,5,30,2310,2,3,3,1,1,3,3,3,3,3,3,2,2,1,1,3,3,3,3,2,2,3,3,3,3,3,3,1,1,2,33,2,1,5,3,3,4,3,4,45,32,15,10,3,3,75,13,3,3,96,3,85,1,3,3,36,1,3,3,3,3,3,3,3,3,3,1,78,81,3,6,55,22,11,46,15,-53,25,392,-351,-273,79,2,68,2,76,1,223,5,72,2,71,2,71,2,214,6,81,72,,1,0,#DIV/0!,#DIV/0!,4,1,0,0,0,
4/15/2020 17:01,4/15/2020 18:20,72.66.26.214,100,4734,1,4/15/2020 18:20,R_2y2BjqihFm23jU9,38.85969543,-77.19799805,anonymous,TW02E,23,2,4,,4,FALSE,FALSE,2,,5,2,1,2,2,2,,,1,2,1,,5,7,2,,187,Virginia ,1,American,2,,2,,2,4,2,3,2,3,4,7,5,3,3,2,3,2,4,4,7,2,4,2,3,2,4,3,2,3,3,2,4,2.625,10,11,1,0,AM,,20,7,0,AM,,5,2,0,0,0,0,0,0,1,0,Some nights I have trouble sleeping because I am very anxious about the past present and future ,0,0,3,,6,1,30,450,7,1,0,360,4,2,3,0,180,8,6,0,2520,3,3,3,3,3,3,3,4,3,4,3,2,2,1,1,3,3,2,2,2,2,3,3,2,2,4,3,1,1,1,33,1,1,1,1.5,2,1,3,3,6,18,1.5,78,48,40,48,52,6,100,82,14,82,93,82,20,19,77,65,100,38,11,93,100,5,52,14,14,53,9,1,12,57,324,470,96,128,63,116,278,803,856,100,6,82,9,7,11,189,26,52,18,37,7,7,51,96,76,18,100,,1,2,#DIV/0!,#DIV/0!,1,1,0,3,2,
4/15/2020 18:09,4/15/2020 18:26,24.47.52.133,100,1023,1,4/15/2020 18:26,R_1P1a7ZOaTk11nFW,41.59770203,-73.88950348,anonymous,Tr29L,54,2,4,,4,4,2,2,,5,4,1,1,2,2,,,1,1,1,,1,1,2,,187,,4,Jamaican ,1,4,2,,2,3,3,1,4,3,3,4,7,3,3,2,3,2,3,4,6,2,5,1,3,3,3,3,2,4,2,4,2,2.125,10,16,10,30,Pm,,30,7,0,AM,,8,2,3,3,0,2,1,3,0,1,Anxiety ,0,0,1,,3,15,0,1800,3,0,0,0,4,7,5,0,1800,6,2,0,600,1,4,3,4,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,3,3,1,1,1,32,0,1,5,10,12,4,3,3,180,24,50,81,15,79,46,47,12,37,60,35,13,67,54,50,9,21,33,16,32,65,35,31,38,40,4,9,11,6,16,52,11,215,172,84,272,124,135,136,731,742,23,68,13,70,11,54,47,192,2,70,2,55,9,74,13,199,70,80,,2,0,#DIV/0!,#DIV/0!,13,2,0,1,1,
4/15/2020 18:07,4/15/2020 18:26,173.188.0.26,100,1171,1,4/15/2020 18:26,R_2DNdpYiS3j3fNj3,41.72680664,-80.14790344,anonymous,Ma09g,53,2,3,,4,4,2,2,,6,3,1,2,2,1,2,21 & 25,1,1,1,,1,1,2,,187,,5,american,2,,2,,2,4,2,2,1,3,1,6,1,4,2,3,2,4,1,8,2,4,2,4,4,1,5,5,5,1,5,2,4,4,18,6,11,0,pm,,15,8,0,AM,,8,1,1,3,0,0,0,0,0,1,none,0,0,0,,3,1,0,120,4,0,20,60,FALSE,8,0,30,210,8,8,0,3360,4,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,3,2,2,2,2,2,2,3,3,2,2,1,1,2,32,1,1,5,5,3,3,3,3,45,18,25,1,1,1,51,1,2,1,73,1,62,1,1,1,1,1,1,67,1,1,1,1,1,1,1,1,87,82,1,1,36,6,71,5,5,-83,4,304,-300,-213,73,1,46,1,55,1,174,3,73,1,1,1,73,1,147,3,80,70,,1,0,#DIV/0!,#DIV/0!,5,1,0,0,0,
4/15/2020 18:09,4/15/2020 18:34,24.101.215.91,100,1512,1,4/15/2020 18:34,R_6nRRW4m9cGV9vH3,41.6322937,-80.14720154,anonymous,Co27a,64,1,2,,1,1,1,1,,5,1,1,1,2,2,,,1,2,2,,4,4,1,2,187,pennsylvania,2,american,2,,2,,2,4,3,4,2,4,3,9,5,4,3,4,3,4,3,9,6,4,2,4,5,1,5,5,4,4,2,5,1,3.625,18,12,10,0,pm,,20,6,0,am,,6,3,3,3,0,3,3,3,0,3,Cats wake me up,0,0,0,,8,12,0,5040,6,12,0,3600,4,8,8,0,3360,8,16,0,6720,4,3,3,1,1,1,1,1,1,2,2,3,3,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,23,5,2,0,0,0,16,3,3,0,336,0,61,24,52,78,23,0,1,100,2,100,1,2,40,25,1,1,1,2,51,1,1,1,1,1,1,87,87,1,30,97,65,5,53,145,-31,56,462,-225,-138,87,73,84,6,83,6,254,85,95,4,98,6,100,8,293,18,100,100,,1,1,#DIV/0!,#DIV/0!,18,2,0,0,0,
4/15/2020 18:28,4/15/2020 18:43,71.168.81.41,100,907,1,4/15/2020 18:43,R_Zw1GWbzXlfWHlNn,42.75650024,-72.02760315,anonymous,mo23a,26,2,4,,4,4,2,2,,5,2,1,2,2,2,,,1,3,1,,1,1,2,,187,New Hampshire ,4,American ,2,,2,,2,4,2,3,2,3,2,7,3,3,3,3,3,1,3,4,6,3,4,2,4,2,4,2,2,3,3,3,3,2.625,11,12,10,30,PM,,15,7,0,AM,,8,1,0,0,0,0,1,0,0,0,No trouble sleeping ,0,0,1,,4,0,60,180,3,0,40,80,4,8,10,0,4200,6,8,0,2400,2,3,3,3,3,2,2,1,1,1,1,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,1,1,2,31,2,1,5,8,5,1,2,2,50,4,40,22,15,42,32,9,1,43,97,12,21,55,10,14,33,32,5,57,6,45,16,5,45,8,8,2,23,10,28,24,15,54,192,90,154,24,47,175,339,362,74,15,35,13,46,13,155,41,30,90,30,84,23,50,83,224,22,84,,1,0,#DIV/0!,#DIV/0!,1,1,0,1,1,
4/15/2020 18:08,4/15/2020 18:50,72.219.193.41,100,2536,1,4/15/2020 18:50,R_125ajmdOQ61Bj65,38.92579651,-77.39389801,anonymous,CV26E,24,2,4,,4,FALSE,FALSE,2,,5,2,1,2,2,2,,,2,,,,5,5,2,,187,Virginia,3,U.S. citizen,2,,1,5,2,4,3,4,2,4,2,9,4,4,3,4,2,4,2,9,4,3,2,4,4,1,5,4,4,1,5,1,5,3.75,15,5,12,0,AM,,15,9,0,PM,,9,0,0,0,0,0,0,0,0,0,NA,0,0,3,,1,,,0,5,2,0,480,4,3,0,10,20,8,6,0,2520,3,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,1,1,1,33,0,1,7,6,6,6,4,2,168,0,42,71,0,77,66,30,0,11,53,0,54,0,0,55,46,41,42,0,0,40,0,0,56,0,0,0,64,49,0,0,0,113,52,46,228,-34,30,222,183,247,71,45,47,42,54,58,172,145,59,63,53,68,49,73,161,204,29,44,,0,0,#DIV/0!,#DIV/0!,0,0,0,3,2,
4/15/2020 17:12,4/15/2020 19:30,45.26.0.80,100,8319,1,4/15/2020 19:30,R_PFLIl6yLWQkQ3WV,35.86390686,-78.53500366,anonymous,Hu09i,29,2,4,,3,3,1,2,,5,1,1,1,2,2,,,1,1,1,,1,3,1,2,187,North Carolina,2,American,1,,2,,2,3,3,3,3,2,3,5,6,4,3,3,2,3,2,7,4,4,4,2,3,2,4,4,2,3,3,1,5,3.125,13,10,9,0,Pm,,10,6,0,Am,,9,1,3,1,0,1,2,2,1,2,Once or twice a week,2,0,1,,1,,,0,1,,,0,1,8,1,30,630,8,5,0,2100,2,1,1,3,3,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,3,1,1,3,23,5,2,5,8,0,1,3,2,0,4,40,66,26,86,45,19,15,52,41,63,46,2,53,74,43,49,54,7,2,70,92,15,62,72,8,18,69,15,28,93,10,280,125,178,364,53,122,157,843,912,54,73,47,74,44,58,145,205,38,81,30,61,20,68,88,210,50,31,,0,0,#DIV/0!,#DIV/0!,12,2,2,1,1,
4/15/2020 19:28,4/15/2020 19:48,174.196.135.111,100,1165,1,4/15/2020 19:48,R_2a9soWs6wPzty0y,38.81730652,-77.29049683,anonymous,NS07,44,1,1,,2,FALSE,FALSE,1,,5,1,1,1,1,1,4,"17, 16, 15, 12",1,5,1,,6,6,2,,187,Virginia ,5,American,1,2,1,5,2,3,2,2,2,2,2,4,3,4,3,4,2,4,2,9,4,3,2,4,5,1,5,3,5,2,4,2,4,3.75,16,7,9,0,PM,,60,6,55,AM,,8,3,3,3,3,3,0,2,3,3,Sleep apnea ,3,3,0,,7,0,40,240,6,0,20,100,4,8,2,0,840,8,9,0,3780,4,4,3,4,3,1,1,4,3,4,3,4,3,1,1,3,3,3,3,4,3,1,1,3,3,4,3,1,1,5,33,3,1,7,2,7,0,4,2,196,0,14,9,27,20,72,11,8,20,70,42,73,6,13,11,23,11,11,9,4,11,13,9,11,1,5,14,23,14,7,58,55,54,55,113,54,55,78,284,47,70,53,2,62,10,74,9,189,21,60,10,60,12,53,20,173,42,48,66,,3,0,#DIV/0!,#DIV/0!,20,3,3,3,2,
4/15/2020 20:39,4/15/2020 20:51,141.157.20.193,100,709,1,4/15/2020 20:51,R_1cXQUPxuQ2mCBZD,39.22929382,-76.69069672,anonymous,Hi30n,28,2,4,,3,3,1,2,,7,1,1,1,2,2,,,1,1,1,,1,1,1,1,187,MD,3,American,2,,2,,2,4,3,4,3,4,3,9,6,4,3,4,4,3,3,8,7,3,2,4,3,1,5,5,4,1,5,1,5,3.75,15,5,11,30,Pm,,5,6,30,AM,,5,0,3,3,0,0,0,3,3,0,PTSD  most nights,0,2,2,,8,1,15,525,8,0,30,210,4,8,0,30,210,1,,,#VALUE!,#VALUE!,4,3,4,3,1,1,1,1,1,1,4,3,4,3,4,3,4,3,2,2,4,3,3,3,1,1,1,1,1,30,4,1,5,10,2,1,3,3,30,6,50,74,0,85,24,0,63,26,56,0,21,55,39,92,10,34,35,21,31,84,20,0,74,83,25,0,73,24,0,0,27,231,136,10,418,-17,56,152,626,699,50,83,60,48,26,86,136,217,7,59,17,81,25,80,49,220,48,69,,0,2,#DIV/0!,#DIV/0!,12,2,0,4,2,
